2014-06-18 01:07:48,crypt_utils.py,4282,TODO - add comment

2014-04-24 19:47:23,solve_knapsack.py,3733,TODO - add comment

2014-08-19 23:29:50,audio_tools.py,2793,TODO - add comment

2014-04-30 20:28:19,test_tool.py,377,TODO - add comment

2014-07-13 19:47:59,cls_grid.py,8893,TODO - add comment

2014-03-30 20:58:00,review_ontology.py,22952,TODO - add comment

2014-04-14 00:49:02,read_wordnet.py,2205,TODO - add comment

2014-03-29 01:51:40,createMindOntology.py,6427,TODO - add comment

2014-08-31 21:57:24,read_opencyc.py,3279,TODO - add comment

2014-08-31 10:06:45,cyc_extract.py,2873,TODO - add comment

